80,1241,大厅主level按钮默认v01,Lobby Primary Level Button Default v01,大厅界面,Main Hub UI,assets/runtime/ui/screens/main_hub_v2/frames/lobby_primary_level_button_default_v01.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/main_hub/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/main_hub/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,未发现当前运行引用；确认动态使用后再清理。 / No current runtime reference found; confirm dynamic use before cleanup.
81,1242,大厅进度填充greenv01,Lobby Progress Fill Green v01,大厅界面,Main Hub UI,assets/runtime/ui/screens/main_hub_v2/frames/lobby_progress_fill_green_v01.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/main_hub/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/main_hub/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,未发现当前运行引用；确认动态使用后再清理。 / No current runtime reference found; confirm dynamic use before cleanup.
82,1243,大厅进度轨道默认v01,Lobby Progress Track Default v01,大厅界面,Main Hub UI,assets/runtime/ui/screens/main_hub_v2/frames/lobby_progress_track_default_v01.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/main_hub/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/main_hub/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,未发现当前运行引用；确认动态使用后再清理。 / No current runtime reference found; confirm dynamic use before cleanup.
83,1244,大厅奖励槽位purple默认v02,Lobby Reward Slot Purple Default v02,大厅界面,Main Hub UI,assets/runtime/ui/screens/main_hub_v2/frames/lobby_reward_slot_purple_default_v02.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/main_hub/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/main_hub/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,未发现当前运行引用；确认动态使用后再清理。 / No current runtime reference found; confirm dynamic use before cleanup.
84,1245,大厅设置按钮框默认v01,Lobby Settings Button Frame Default v01,大厅界面,Main Hub UI,assets/runtime/ui/screens/main_hub_v2/frames/lobby_settings_button_frame_default_v01.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/main_hub/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/main_hub/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,未发现当前运行引用；确认动态使用后再清理。 / No current runtime reference found; confirm dynamic use before cleanup.
85,1246,大厅sidemenu按钮框默认v01,Lobby Side Menu Button Frame Default v01,大厅界面,Main Hub UI,assets/runtime/ui/screens/main_hub_v2/frames/lobby_side_menu_button_frame_default_v01.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/main_hub/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/main_hub/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,未发现当前运行引用；确认动态使用后再清理。 / No current runtime reference found; confirm dynamic use before cleanup.
86,1251,待命名（Badge Red Dot）,Badge Red Dot,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/elements/common/badge_red_dot.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
87,1252,待命名（Button Green Default）,Button Green Default,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/elements/common/button_green_default.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
88,1253,待命名（Button Red Default）,Button Red Default,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/elements/common/button_red_default.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
89,1254,待命名（Button Red Pressed）,Button Red Pressed,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/elements/common/button_red_pressed.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
90,1255,待命名（Divider Diamond）,Divider Diamond,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/elements/common/divider_diamond.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
91,1256,待命名（Panel Dark）,Panel Dark,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/elements/common/panel_dark.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
92,1257,进度填充,Progress Fill,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/elements/common/progress_fill.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
93,1258,进度轨道,Progress Track,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/elements/common/progress_track.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
94,1259,待命名（Row Light）,Row Light,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/elements/common/row_light.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
95,1260,待命名（Tab Default）,Tab Default,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/elements/common/tab_default.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
96,1261,待命名（Tab Selected）,Tab Selected,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/elements/common/tab_selected.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
97,1262,待命名（Ad Removed）,Ad Removed,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/elements/icons/ad_removed.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
98,1263,待命名（Arrow Right）,Arrow Right,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/elements/icons/arrow_right.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
99,1264,待命名（Back）,Back,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/elements/icons/back.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
100,1265,待命名（Check）,Check,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/elements/icons/check.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
101,1266,宝箱,Chest,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/elements/icons/chest.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
102,1267,金币,Coin,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/elements/icons/coin.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
103,1268,双倍金币,Double Coin,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/elements/icons/double_coin.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
104,1269,待命名（Exit Door）,Exit Door,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/elements/icons/exit_door.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
105,1270,礼包,Gift,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/elements/icons/gift.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
106,1271,待命名（Help）,Help,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/elements/icons/help.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
107,1272,待命名（Lock）,Lock,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/elements/icons/lock.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
108,1273,音乐,Music,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/elements/icons/music.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
109,1274,待命名（Privacy Shield）,Privacy Shield,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/elements/icons/privacy_shield.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
110,1275,待命名（Settings Gear）,Settings Gear,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/elements/icons/settings_gear.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
111,1276,待命名（Arrow Right）,Arrow Right,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/elements/icons/settings/arrow_right.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
112,1277,待命名（Back）,Back,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/elements/icons/settings/back.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
113,1278,待命名（Exit Door）,Exit Door,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/elements/icons/settings/exit_door.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
114,1279,待命名（Help）,Help,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/elements/icons/settings/help.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
115,1280,音乐,Music,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/elements/icons/settings/music.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
116,1281,待命名（Privacy Shield）,Privacy Shield,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/elements/icons/settings/privacy_shield.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
117,1282,待命名（Settings Gear）,Settings Gear,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/elements/icons/settings/settings_gear.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
118,1283,音效,Sound,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/elements/icons/settings/sound.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
119,1284,待命名（Vibration）,Vibration,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/elements/icons/settings/vibration.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
120,1285,商城,Shop,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/elements/icons/shop.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
