序号 / ID,层级 / Depth,当前目录 / Current Directory,父目录 / Parent Directory,目录类别 / Directory Category,状态 / Status,直属文件数 / Direct Files,目录内总账资源数 / Catalog Assets Under Directory,当前在用资源数 / Active Assets,对应运行或生产目录 / Runtime or Production Counterpart,原始来源目录 / Original Source Directories,可否直接修改 / Direct Editing,图集规则 / Atlas Rule
1,1,art/ai_generated/,art/,历史来源 / Historical Source,生产/历史资源 / Production or historical,0,161,0,—,—,否；只作溯源与审核 / No; traceability and review only,不直接打包 / Never pack directly
252,3,assets/runtime/ui/daily_signin_hd_v01/,assets/runtime/ui/,旧运行 UI 包 / Legacy Runtime UI Package,旧包；不作为当前入口 / Legacy package; not current intake,15,15,0,assets/runtime/ui/interfaces/daily_program/**,—,"否；仅审核，不作为新增资源入口 / No; review only, not an intake location",不新增图集 / No new atlas work
253,3,assets/runtime/ui/daily_tasks_hd_v01/,assets/runtime/ui/,旧运行 UI 包 / Legacy Runtime UI Package,旧包；不作为当前入口 / Legacy package; not current intake,19,19,0,assets/runtime/ui/interfaces/daily_program/**,—,"否；仅审核，不作为新增资源入口 / No; review only, not an intake location",不新增图集 / No new atlas work
254,3,assets/runtime/ui/interfaces/,assets/runtime/ui/,当前运行 UI / Current Runtime UI,在用待审核 138（其中待审 48） / Active pending review,0,138,138,art/production/ui/chapter01/2026-08-13_centered_interfaces_runtime_v04/qa/edge | art/production/ui/benefits_popup/2026-08-16_program_composition_cutouts_v01/cutouts/backplates | art/production/ui/benefits_popup/2026-08-16_program_composition_cutouts_v01/cutouts/icons/benefits_icon_coin_stack_v01.png | art/production/ui/purchase_confirmation/2026-08-20_bundle_cutouts_v01/cutouts/icons,art/production/ui/benefits_popup/2026-08-16_program_composition_cutouts_v01/source | art/ui_slices/2026-08-05/item-choice-modal-backplates-v01 | art/production/ui/daily_program_composition/2026-08-16_cutouts_v01,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
255,4,assets/runtime/ui/interfaces/battle/,assets/runtime/ui/interfaces/,当前运行 UI / Current Runtime UI,正在使用 24 / Active,0,24,24,—,—,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
256,5,assets/runtime/ui/interfaces/battle/board/,assets/runtime/ui/interfaces/battle/,当前运行 UI / Current Runtime UI,正在使用 1 / Active,0,1,1,—,—,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
257,6,assets/runtime/ui/interfaces/battle/board/standalone/,assets/runtime/ui/interfaces/battle/board/,当前运行 UI / Current Runtime UI,正在使用 1 / Active,1,1,1,—,—,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
258,5,assets/runtime/ui/interfaces/battle/combat_feedback/,assets/runtime/ui/interfaces/battle/,当前运行 UI / Current Runtime UI,正在使用 6 / Active,0,6,6,—,—,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
259,6,assets/runtime/ui/interfaces/battle/combat_feedback/backplates/,assets/runtime/ui/interfaces/battle/combat_feedback/,当前运行 UI / Current Runtime UI,正在使用 1 / Active,1,1,1,—,—,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
260,6,assets/runtime/ui/interfaces/battle/combat_feedback/icons/,assets/runtime/ui/interfaces/battle/combat_feedback/,当前运行 UI / Current Runtime UI,正在使用 5 / Active,5,5,5,—,—,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
261,5,assets/runtime/ui/interfaces/battle/energy_hud/,assets/runtime/ui/interfaces/battle/,当前运行 UI / Current Runtime UI,正在使用 6 / Active,0,6,6,—,—,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
262,6,assets/runtime/ui/interfaces/battle/energy_hud/backplates/,assets/runtime/ui/interfaces/battle/energy_hud/,当前运行 UI / Current Runtime UI,正在使用 1 / Active,1,1,1,—,—,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
263,6,assets/runtime/ui/interfaces/battle/energy_hud/icons/,assets/runtime/ui/interfaces/battle/energy_hud/,当前运行 UI / Current Runtime UI,正在使用 5 / Active,5,5,5,—,—,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
264,5,assets/runtime/ui/interfaces/battle/standalone/,assets/runtime/ui/interfaces/battle/,当前运行 UI / Current Runtime UI,正在使用 4 / Active,4,4,4,—,—,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
265,5,assets/runtime/ui/interfaces/battle/top_hud/,assets/runtime/ui/interfaces/battle/,当前运行 UI / Current Runtime UI,正在使用 6 / Active,0,6,6,—,—,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
266,6,assets/runtime/ui/interfaces/battle/top_hud/backplates/,assets/runtime/ui/interfaces/battle/top_hud/,当前运行 UI / Current Runtime UI,正在使用 3 / Active,3,3,3,—,—,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
267,6,assets/runtime/ui/interfaces/battle/top_hud/buttons/,assets/runtime/ui/interfaces/battle/top_hud/,当前运行 UI / Current Runtime UI,正在使用 1 / Active,1,1,1,—,—,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
268,6,assets/runtime/ui/interfaces/battle/top_hud/icons/,assets/runtime/ui/interfaces/battle/top_hud/,当前运行 UI / Current Runtime UI,正在使用 2 / Active,2,2,2,—,—,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
269,5,assets/runtime/ui/interfaces/battle/tutorial/,assets/runtime/ui/interfaces/battle/,当前运行 UI / Current Runtime UI,正在使用 1 / Active,0,1,1,—,—,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
270,6,assets/runtime/ui/interfaces/battle/tutorial/icons/,assets/runtime/ui/interfaces/battle/tutorial/,当前运行 UI / Current Runtime UI,正在使用 1 / Active,1,1,1,—,—,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
271,4,assets/runtime/ui/interfaces/battle_pause/,assets/runtime/ui/interfaces/,当前运行 UI / Current Runtime UI,在用待审核 1（其中待审 1） / Active pending review,0,1,1,art/production/ui/chapter01/2026-08-13_centered_interfaces_runtime_v04/qa/edge,—,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
272,5,assets/runtime/ui/interfaces/battle_pause/backplates/,assets/runtime/ui/interfaces/battle_pause/,当前运行 UI / Current Runtime UI,在用待审核 1（其中待审 1） / Active pending review,1,1,1,art/production/ui/chapter01/2026-08-13_centered_interfaces_runtime_v04/qa/edge,—,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
273,4,assets/runtime/ui/interfaces/benefits/,assets/runtime/ui/interfaces/,当前运行 UI / Current Runtime UI,在用待审核 8（其中待审 8） / Active pending review,0,8,8,art/production/ui/benefits_popup/2026-08-16_program_composition_cutouts_v01/cutouts/backplates | art/production/ui/benefits_popup/2026-08-16_program_composition_cutouts_v01/cutouts/icons/benefits_icon_coin_stack_v01.png | art/production/ui/purchase_confirmation/2026-08-20_bundle_cutouts_v01/cutouts/icons | art/production/ui/benefits_popup/2026-08-16_program_composition_cutouts_v01/cutouts/icons/benefits_icon_no_ad_base_v01.png | art/production/ui/purchase_confirmation/2026-08-20_bundle_cutouts_v01/cutouts/icons,art/production/ui/benefits_popup/2026-08-16_program_composition_cutouts_v01/source,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
274,5,assets/runtime/ui/interfaces/benefits/backplates/,assets/runtime/ui/interfaces/benefits/,当前运行 UI / Current Runtime UI,在用待审核 5（其中待审 5） / Active pending review,5,5,5,art/production/ui/benefits_popup/2026-08-16_program_composition_cutouts_v01/cutouts/backplates,art/production/ui/benefits_popup/2026-08-16_program_composition_cutouts_v01/source,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
275,5,assets/runtime/ui/interfaces/benefits/icons/,assets/runtime/ui/interfaces/benefits/,当前运行 UI / Current Runtime UI,在用待审核 3（其中待审 3） / Active pending review,3,3,3,art/production/ui/benefits_popup/2026-08-16_program_composition_cutouts_v01/cutouts/icons/benefits_icon_coin_stack_v01.png | art/production/ui/purchase_confirmation/2026-08-20_bundle_cutouts_v01/cutouts/icons | art/production/ui/benefits_popup/2026-08-16_program_composition_cutouts_v01/cutouts/icons/benefits_icon_no_ad_base_v01.png | art/production/ui/purchase_confirmation/2026-08-20_bundle_cutouts_v01/cutouts/icons | art/production/ui/benefits_popup/2026-08-16_program_composition_cutouts_v01/cutouts/icons,art/production/ui/benefits_popup/2026-08-16_program_composition_cutouts_v01/source,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
276,4,assets/runtime/ui/interfaces/chapter_node_complete/,assets/runtime/ui/interfaces/,当前运行 UI / Current Runtime UI,正在使用 4 / Active,0,4,4,—,—,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
277,5,assets/runtime/ui/interfaces/chapter_node_complete/backplates/,assets/runtime/ui/interfaces/chapter_node_complete/,当前运行 UI / Current Runtime UI,正在使用 1 / Active,1,1,1,—,—,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
278,5,assets/runtime/ui/interfaces/chapter_node_complete/buttons/,assets/runtime/ui/interfaces/chapter_node_complete/,当前运行 UI / Current Runtime UI,正在使用 1 / Active,1,1,1,—,—,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
279,5,assets/runtime/ui/interfaces/chapter_node_complete/decorations/,assets/runtime/ui/interfaces/chapter_node_complete/,当前运行 UI / Current Runtime UI,正在使用 2 / Active,2,2,2,—,—,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
280,4,assets/runtime/ui/interfaces/crystal_card_choice/,assets/runtime/ui/interfaces/,当前运行 UI / Current Runtime UI,正在使用 4 / Active,0,4,4,—,art/ui_slices/2026-08-05/item-choice-modal-backplates-v01,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
281,5,assets/runtime/ui/interfaces/crystal_card_choice/backplates/,assets/runtime/ui/interfaces/crystal_card_choice/,当前运行 UI / Current Runtime UI,正在使用 1 / Active,1,1,1,—,art/ui_slices/2026-08-05/item-choice-modal-backplates-v01,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
282,5,assets/runtime/ui/interfaces/crystal_card_choice/buttons/,assets/runtime/ui/interfaces/crystal_card_choice/,当前运行 UI / Current Runtime UI,正在使用 1 / Active,1,1,1,—,art/ui_slices/2026-08-05/item-choice-modal-backplates-v01,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
283,5,assets/runtime/ui/interfaces/crystal_card_choice/decorations/,assets/runtime/ui/interfaces/crystal_card_choice/,当前运行 UI / Current Runtime UI,正在使用 2 / Active,2,2,2,—,art/ui_slices/2026-08-05/item-choice-modal-backplates-v01,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
284,4,assets/runtime/ui/interfaces/daily_program/,assets/runtime/ui/interfaces/,当前运行 UI / Current Runtime UI,在用待审核 26（其中待审 26） / Active pending review,1,26,26,art/production/ui/daily_program_composition/2026-08-16_cutouts_v02/cutouts/backplates | art/production/ui/daily_program_composition/2026-08-16_cutouts_v01/cutouts/backplates/daily_signin_card_default_v01.png | art/production/ui/daily_program_composition/2026-08-16_cutouts_v02/cutouts/backplates | art/production/ui/daily_program_composition/2026-08-16_cutouts_v01/cutouts/backplates/daily_signin_card_premium_v01.png | art/production/ui/daily_program_composition/2026-08-16_cutouts_v02/cutouts/backplates,art/production/ui/daily_program_composition/2026-08-16_cutouts_v01,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
285,5,assets/runtime/ui/interfaces/daily_program/backplates/,assets/runtime/ui/interfaces/daily_program/,当前运行 UI / Current Runtime UI,在用待审核 16（其中待审 16） / Active pending review,16,16,16,art/production/ui/daily_program_composition/2026-08-16_cutouts_v02/cutouts/backplates | art/production/ui/daily_program_composition/2026-08-16_cutouts_v01/cutouts/backplates/daily_signin_card_default_v01.png | art/production/ui/daily_program_composition/2026-08-16_cutouts_v02/cutouts/backplates | art/production/ui/daily_program_composition/2026-08-16_cutouts_v01/cutouts/backplates/daily_signin_card_premium_v01.png | art/production/ui/daily_program_composition/2026-08-16_cutouts_v02/cutouts/backplates,art/production/ui/daily_program_composition/2026-08-16_cutouts_v01,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
286,5,assets/runtime/ui/interfaces/daily_program/icons/,assets/runtime/ui/interfaces/daily_program/,当前运行 UI / Current Runtime UI,在用待审核 10（其中待审 10） / Active pending review,10,10,10,art/production/ui/daily_program_composition/2026-08-16_cutouts_v02/cutouts/icons | art/production/ui/daily_program_composition/2026-08-16_cutouts_v02/cutouts/icons/daily_icon_chest_v01.png | art/production/ui/daily_signin/2026-08-14_cutouts_v01/cutouts/signin_reward_chest_v01.png | art/production/ui/daily_signin/2026-08-14_cutouts_v01/daily_signin_cutouts_v01/cutouts | art/production/ui/daily_program_composition/2026-08-16_cutouts_v02/cutouts/icons/daily_icon_coin_v01.png | art/production/ui/daily_signin/2026-08-14_cutouts_v01/cutouts/signin_reward_coin_v01.png | art/production/ui/daily_signin/2026-08-14_cutouts_v01/daily_signin_cutouts_v01/cutouts,art/production/ui/daily_program_composition/2026-08-16_cutouts_v01,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
287,4,assets/runtime/ui/interfaces/exit_confirm/,assets/runtime/ui/interfaces/,当前运行 UI / Current Runtime UI,在用待审核 1（其中待审 1） / Active pending review,0,1,1,art/production/ui/chapter01/2026-08-13_centered_interfaces_runtime_v04/qa/edge,—,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
288,5,assets/runtime/ui/interfaces/exit_confirm/backplates/,assets/runtime/ui/interfaces/exit_confirm/,当前运行 UI / Current Runtime UI,在用待审核 1（其中待审 1） / Active pending review,1,1,1,art/production/ui/chapter01/2026-08-13_centered_interfaces_runtime_v04/qa/edge,—,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
289,4,assets/runtime/ui/interfaces/first_purchase/,assets/runtime/ui/interfaces/,当前运行 UI / Current Runtime UI,在用待审核 3（其中待审 3） / Active pending review,0,3,3,art/production/ui/chapter01/2026-08-13_centered_interfaces_runtime_v04/qa/edge | art/production/ui/chapter01/2026-08-13_centered_interfaces_complete_v02/cutouts/elements/pages/commerce,—,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
290,5,assets/runtime/ui/interfaces/first_purchase/backplates/,assets/runtime/ui/interfaces/first_purchase/,当前运行 UI / Current Runtime UI,在用待审核 1（其中待审 1） / Active pending review,1,1,1,art/production/ui/chapter01/2026-08-13_centered_interfaces_runtime_v04/qa/edge,—,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
291,5,assets/runtime/ui/interfaces/first_purchase/decorations/,assets/runtime/ui/interfaces/first_purchase/,当前运行 UI / Current Runtime UI,在用待审核 1（其中待审 1） / Active pending review,1,1,1,art/production/ui/chapter01/2026-08-13_centered_interfaces_complete_v02/cutouts/elements/pages/commerce,—,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
292,5,assets/runtime/ui/interfaces/first_purchase/rewards/,assets/runtime/ui/interfaces/first_purchase/,当前运行 UI / Current Runtime UI,在用待审核 1（其中待审 1） / Active pending review,1,1,1,art/production/ui/chapter01/2026-08-13_centered_interfaces_complete_v02/cutouts/elements/pages/commerce,—,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
293,4,assets/runtime/ui/interfaces/imprint_choice/,assets/runtime/ui/interfaces/,当前运行 UI / Current Runtime UI,正在使用 5 / Active,0,5,5,—,art/ui_slices/2026-07-30/item-choice-modal-v01/production,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
294,5,assets/runtime/ui/interfaces/imprint_choice/backplates/,assets/runtime/ui/interfaces/imprint_choice/,当前运行 UI / Current Runtime UI,正在使用 1 / Active,1,1,1,—,art/ui_slices/2026-07-30/item-choice-modal-v01/production,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
295,5,assets/runtime/ui/interfaces/imprint_choice/buttons/,assets/runtime/ui/interfaces/imprint_choice/,当前运行 UI / Current Runtime UI,正在使用 2 / Active,2,2,2,—,art/ui_slices/2026-07-30/item-choice-modal-v01/production,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
296,5,assets/runtime/ui/interfaces/imprint_choice/decorations/,assets/runtime/ui/interfaces/imprint_choice/,当前运行 UI / Current Runtime UI,正在使用 2 / Active,2,2,2,—,art/ui_slices/2026-07-30/item-choice-modal-v01/production,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
297,4,assets/runtime/ui/interfaces/legacy_runtime_controls/,assets/runtime/ui/interfaces/,当前运行 UI / Current Runtime UI,正在使用 6 / Active,0,6,6,—,—,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
298,5,assets/runtime/ui/interfaces/legacy_runtime_controls/backplates/,assets/runtime/ui/interfaces/legacy_runtime_controls/,当前运行 UI / Current Runtime UI,正在使用 1 / Active,1,1,1,—,—,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
299,5,assets/runtime/ui/interfaces/legacy_runtime_controls/buttons/,assets/runtime/ui/interfaces/legacy_runtime_controls/,当前运行 UI / Current Runtime UI,正在使用 5 / Active,5,5,5,—,—,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
300,4,assets/runtime/ui/interfaces/loading/,assets/runtime/ui/interfaces/,当前运行 UI / Current Runtime UI,正在使用 3 / Active,0,3,3,—,art/ui_slices/2026-08-05/loading-bar-v01 | art/ai_generated/flyne/2026-08-12/130100_imprint-choice-modal/references/01_style_loading_background_clean_hd_941x1672_v01.png | art/ai_generated/flyne/2026-08-12/130200_minimal-battle-hub/references/01_style_loading_background_clean_hd_941x1672_v01.png | art/ai_generated/flyne/2026-08-12/130300_combat-hud-and-imprint/references/01_style_loading_background_clean_hd_941x1672_v01.png | art/ui_slices/2026-08-05/loading-bar-v01,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
301,5,assets/runtime/ui/interfaces/loading/progress/,assets/runtime/ui/interfaces/loading/,当前运行 UI / Current Runtime UI,正在使用 2 / Active,2,2,2,—,art/ui_slices/2026-08-05/loading-bar-v01,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
302,5,assets/runtime/ui/interfaces/loading/standalone/,assets/runtime/ui/interfaces/loading/,当前运行 UI / Current Runtime UI,正在使用 1 / Active,1,1,1,—,art/ai_generated/flyne/2026-08-12/130100_imprint-choice-modal/references/01_style_loading_background_clean_hd_941x1672_v01.png | art/ai_generated/flyne/2026-08-12/130200_minimal-battle-hub/references/01_style_loading_background_clean_hd_941x1672_v01.png | art/ai_generated/flyne/2026-08-12/130300_combat-hud-and-imprint/references/01_style_loading_background_clean_hd_941x1672_v01.png | art/ui_slices/2026-08-05/loading-bar-v01,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
303,4,assets/runtime/ui/interfaces/main_hub/,assets/runtime/ui/interfaces/,当前运行 UI / Current Runtime UI,正在使用 13 / Active,0,13,13,art/production/lobby/2026-08-08_lobby_hd_reset_and_cutout_v01/cutouts/frames | art/production/lobby/2026-08-08_lobby_hd_reset_and_cutout_v01/cutouts,art/production/lobby/2026-08-08_lobby_hd_reset_and_cutout_v01/source | art/ai_generated/flyne/2026-08-12/130200_minimal-battle-hub/references/02_layout_lobby_background_clean_v01.png | art/ai_generated/imagegen/2026-08-08/235311_lobby_hd_reset,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
304,5,assets/runtime/ui/interfaces/main_hub/backplates/,assets/runtime/ui/interfaces/main_hub/,当前运行 UI / Current Runtime UI,正在使用 11 / Active,11,11,11,art/production/lobby/2026-08-08_lobby_hd_reset_and_cutout_v01/cutouts/frames,art/production/lobby/2026-08-08_lobby_hd_reset_and_cutout_v01/source,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
305,5,assets/runtime/ui/interfaces/main_hub/standalone/,assets/runtime/ui/interfaces/main_hub/,当前运行 UI / Current Runtime UI,正在使用 2 / Active,2,2,2,art/production/lobby/2026-08-08_lobby_hd_reset_and_cutout_v01/cutouts,art/ai_generated/flyne/2026-08-12/130200_minimal-battle-hub/references/02_layout_lobby_background_clean_v01.png | art/ai_generated/imagegen/2026-08-08/235311_lobby_hd_reset | art/production/lobby/2026-08-08_lobby_hd_reset_and_cutout_v01/source,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
306,4,assets/runtime/ui/interfaces/max_level_success/,assets/runtime/ui/interfaces/,当前运行 UI / Current Runtime UI,正在使用 5 / Active,0,5,5,—,—,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
307,5,assets/runtime/ui/interfaces/max_level_success/backplates/,assets/runtime/ui/interfaces/max_level_success/,当前运行 UI / Current Runtime UI,正在使用 1 / Active,1,1,1,—,—,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
308,5,assets/runtime/ui/interfaces/max_level_success/buttons/,assets/runtime/ui/interfaces/max_level_success/,当前运行 UI / Current Runtime UI,正在使用 1 / Active,1,1,1,—,—,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
309,5,assets/runtime/ui/interfaces/max_level_success/decorations/,assets/runtime/ui/interfaces/max_level_success/,当前运行 UI / Current Runtime UI,正在使用 2 / Active,2,2,2,—,—,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
310,5,assets/runtime/ui/interfaces/max_level_success/icons/,assets/runtime/ui/interfaces/max_level_success/,当前运行 UI / Current Runtime UI,正在使用 1 / Active,1,1,1,—,—,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
311,4,assets/runtime/ui/interfaces/piggy_bank/,assets/runtime/ui/interfaces/,当前运行 UI / Current Runtime UI,在用待审核 1（其中待审 1） / Active pending review,0,1,1,art/production/ui/chapter01/2026-08-13_centered_interfaces_runtime_v04/qa/edge,—,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
312,5,assets/runtime/ui/interfaces/piggy_bank/backplates/,assets/runtime/ui/interfaces/piggy_bank/,当前运行 UI / Current Runtime UI,在用待审核 1（其中待审 1） / Active pending review,1,1,1,art/production/ui/chapter01/2026-08-13_centered_interfaces_runtime_v04/qa/edge,—,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
313,4,assets/runtime/ui/interfaces/purchase_confirmation/,assets/runtime/ui/interfaces/,当前运行 UI / Current Runtime UI,空目录或仅含非总账文件 / Empty or non-catalog files only,0,0,0,—,—,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
314,5,assets/runtime/ui/interfaces/purchase_confirmation/backplates/,assets/runtime/ui/interfaces/purchase_confirmation/,当前运行 UI / Current Runtime UI,空目录或仅含非总账文件 / Empty or non-catalog files only,6,0,0,—,—,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
315,5,assets/runtime/ui/interfaces/purchase_confirmation/icons/,assets/runtime/ui/interfaces/purchase_confirmation/,当前运行 UI / Current Runtime UI,空目录或仅含非总账文件 / Empty or non-catalog files only,2,0,0,—,—,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
316,4,assets/runtime/ui/interfaces/settings/,assets/runtime/ui/interfaces/,当前运行 UI / Current Runtime UI,在用待审核 3（其中待审 3） / Active pending review,0,3,3,art/production/ui/chapter01/2026-08-13_centered_interfaces_runtime_v04/qa/edge | art/production/ui/chapter01/2026-08-13_centered_interfaces_complete_v02/cutouts/elements/common,—,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
317,5,assets/runtime/ui/interfaces/settings/backplates/,assets/runtime/ui/interfaces/settings/,当前运行 UI / Current Runtime UI,在用待审核 1（其中待审 1） / Active pending review,1,1,1,art/production/ui/chapter01/2026-08-13_centered_interfaces_runtime_v04/qa/edge,—,否；改 production 或图集源后重建 / No; edit production or atlas source then rebuild,按子目录；atlas_regions/atlases/ 必须通过构建脚本维护
